"31.10.19";"08:00";"12:30";"HFI4-3733 Virtualisierung";"Bern IFA";"270";"Europe/Zurich";"31.10.19, 12:30";"Europe/Zurich";"0";"270";"";"";"";"";"";"";"False";"";"False";"";"Ohne";"Europe/Zurich";"31.10.19, 12:30";"Europe/Zurich";"0";"270";"";"";"";"";"";"";"False"
"31.10.19";"17:00";"21:30";"HFI2-9832 IT-Betrieb und Monitoring mit BASH-Scripting";"St. Gallen IFA";"270";"Europe/Zurich";"31.10.19, 21:30";"Europe/Zurich";"0";"270";"";"";"";"";"";"";"False";"";"False";"";"Ohne";"Europe/Zurich";"31.10.19, 21:30";"Europe/Zurich";"0";"270";"";"";"";"";"";"";"False"
"01.11.19";"08:00";"12:30";"HFWI5-3733 Programmiersprachen und Datenbankabfragen";"Bern IFA";"270";"Europe/Zurich";"01.11.19, 12:30";"Europe/Zurich";"0";"270";"";"";"";"";"";"";"False";"";"False";"";"Ohne";"Europe/Zurich";"01.11.19, 12:30";"Europe/Zurich";"0";"270";"";"";"";"";"";"";"False"
"04.11.19";"17:45";"21:15";"INFSYS2-8832 Virtualisierungslösungen konzipieren und realisieren";"Zürich Altstetten IFA";"210";"Europe/Zurich";"04.11.19, 21:15";"Europe/Zurich";"0";"210";"";"";"";"";"";"";"False";"";"False";"";"Ohne";"Europe/Zurich";"04.11.19, 21:15";"Europe/Zurich";"0";"210";"";"";"";"";"";"";"False"
"05.11.19";"17:45";"21:30";"HFI4-8732 Virtualisierung";"Zürich Altstetten IFA";"225";"Europe/Zurich";"05.11.19, 21:30";"Europe/Zurich";"0";"225";"";"";"";"";"";"";"False";"";"False";"";"Ohne";"Europe/Zurich";"05.11.19, 21:30";"Europe/Zurich";"0";"225";"";"";"";"";"";"";"False"
"06.11.19";"09:00";"12:30";"HFWI5-9713 Programmiersprachen und Datenbankabfragen";"St. Gallen IFA";"210";"Europe/Zurich";"06.11.19, 12:30";"Europe/Zurich";"0";"210";"";"";"";"";"";"";"False";"";"False";"";"Ohne";"Europe/Zurich";"06.11.19, 12:30";"Europe/Zurich";"0";"210";"";"";"";"";"";"";"False"
"07.11.19";"17:45";"21:30";"HFI2-9832 IT-Betrieb und Monitoring mit BASH-Scripting";"St. Gallen IFA";"225";"Europe/Zurich";"07.11.19, 21:30";"Europe/Zurich";"0";"225";"";"";"";"";"";"";"False";"";"False";"";"Ohne";"Europe/Zurich";"07.11.19, 21:30";"Europe/Zurich";"0";"225";"";"";"";"";"";"";"False"
"08.11.19";"13:00";"17:30";"HFWI5-3733 Programmiersprachen und Datenbankabfragen";"Bern IFA";"270";"Europe/Zurich";"08.11.19, 17:30";"Europe/Zurich";"0";"270";"";"";"";"";"";"";"False";"";"False";"";"Ohne";"Europe/Zurich";"08.11.19, 17:30";"Europe/Zurich";"0";"270";"";"";"";"";"";"";"False"
"09.11.19";"18:00";"23:00";"60. Charlotte + Wolfgang";"Bad Zurzach";"300";"Europe/Zurich";"09.11.19, 23:00";"Europe/Zurich";"0";"300";"";"";"";"";"";"";"False";"";"False";"Beschäftigt";"Ohne";"Europe/Zurich";"09.11.19, 23:00";"Europe/Zurich";"0";"300";"";"";"";"";"";"";"False"
"11.11.19";"13:00";"16:30";"INFSYS2-8831 Virtualisierungslösungen konzipieren und realisieren";"Zürich Altstetten IFA";"210";"Europe/Zurich";"11.11.19, 16:30";"Europe/Zurich";"0";"210";"";"";"";"";"";"";"False";"";"False";"";"Ohne";"Europe/Zurich";"11.11.19, 16:30";"Europe/Zurich";"0";"210";"";"";"";"";"";"";"False"
"11.11.19";"17:45";"21:15";"INFSYS2-8832 Virtualisierungslösungen konzipieren und realisieren";"(J. Reinholdt)";"210";"Europe/Zurich";"11.11.19, 21:15";"Europe/Zurich";"0";"210";"";"";"";"";"";"";"False";"";"False";"";"Ohne";"Europe/Zurich";"11.11.19, 21:15";"Europe/Zurich";"0";"210";"";"";"";"";"";"";"False"
"12.11.19";"17:00";"21:30";"HFI4-8732 Virtualisierung";"Zürich Altstetten IFA";"270";"Europe/Zurich";"12.11.19, 21:30";"Europe/Zurich";"0";"270";"";"";"";"";"";"";"False";"";"False";"";"Ohne";"Europe/Zurich";"12.11.19, 21:30";"Europe/Zurich";"0";"270";"";"";"";"";"";"";"False"
"13.11.19";"08:00";"12:30";"HFWI5-9713 Programmiersprachen und Datenbankabfragen";"St. Gallen IFA";"270";"Europe/Zurich";"13.11.19, 12:30";"Europe/Zurich";"0";"270";"";"";"";"";"";"";"False";"";"False";"";"Ohne";"Europe/Zurich";"13.11.19, 12:30";"Europe/Zurich";"0";"270";"";"";"";"";"";"";"False"
"14.11.19";"08:45";"12:30";"HFI2-8833 IT-Betrieb und Monitoring mit BASH-Scripting";"(J. Reinholdt)";"225";"Europe/Zurich";"14.11.19, 12:30";"Europe/Zurich";"0";"225";"";"";"";"";"";"";"False";"";"False";"";"Ohne";"Europe/Zurich";"14.11.19, 12:30";"Europe/Zurich";"0";"225";"";"";"";"";"";"";"False"
"14.11.19";"13:00";"17:30";"HFI2-8833 IT-Betrieb und Monitoring mit BASH-Scripting";"(J. Reinholdt)";"270";"Europe/Zurich";"14.11.19, 17:30";"Europe/Zurich";"0";"270";"";"";"";"";"";"";"False";"";"False";"";"Ohne";"Europe/Zurich";"14.11.19, 17:30";"Europe/Zurich";"0";"270";"";"";"";"";"";"";"False"
"15.11.19";"09:00";"12:30";"HFWI5-3713 Programmiersprachen und Datenbankabfragen";"Bern IFA";"210";"Europe/Zurich";"15.11.19, 12:30";"Europe/Zurich";"0";"210";"";"";"";"";"";"";"False";"";"False";"";"Ohne";"Europe/Zurich";"15.11.19, 12:30";"Europe/Zurich";"0";"210";"";"";"";"";"";"";"False"
"18.11.19";"13:00";"16:30";"INFSYS2-8831 Virtualisierungslösungen konzipieren und realisieren";"Zürich Altstetten IFA";"210";"Europe/Zurich";"18.11.19, 16:30";"Europe/Zurich";"0";"210";"";"";"";"";"";"";"False";"";"False";"";"Ohne";"Europe/Zurich";"18.11.19, 16:30";"Europe/Zurich";"0";"210";"";"";"";"";"";"";"False"
"19.11.19";"17:00";"21:30";"HFI4-8732 Virtualisierung";"Zürich Altstetten IFA";"270";"Europe/Zurich";"19.11.19, 21:30";"Europe/Zurich";"0";"270";"";"";"";"";"";"";"False";"";"False";"";"Ohne";"Europe/Zurich";"19.11.19, 21:30";"Europe/Zurich";"0";"270";"";"";"";"";"";"";"False"
"20.11.19";"13:00";"17:30";"HFWI5-9713 Programmiersprachen und Datenbankabfragen";"St. Gallen IFA";"270";"Europe/Zurich";"20.11.19, 17:30";"Europe/Zurich";"0";"270";"";"";"";"";"";"";"False";"";"False";"";"Ohne";"Europe/Zurich";"20.11.19, 17:30";"Europe/Zurich";"0";"270";"";"";"";"";"";"";"False"
"21.11.19";"08:00";"12:30";"HFI2-8833 IT-Betrieb und Monitoring mit BASH-Scripting";"Zürich Altstetten IBZ";"270";"Europe/Zurich";"21.11.19, 12:30";"Europe/Zurich";"0";"270";"";"";"";"";"";"";"False";"";"False";"";"Ohne";"Europe/Zurich";"21.11.19, 12:30";"Europe/Zurich";"0";"270";"";"";"";"";"";"";"False"
"21.11.19";"17:45";"21:15";"INFSYS2-8832 Virtualisierungslösungen konzipieren und realisieren";"Zürich Altstetten IFA";"210";"Europe/Zurich";"21.11.19, 21:15";"Europe/Zurich";"0";"210";"";"";"";"";"";"";"False";"";"False";"";"Ohne";"Europe/Zurich";"21.11.19, 21:15";"Europe/Zurich";"0";"210";"";"";"";"";"";"";"False"
"22.11.19";"08:00";"12:30";"HFWI5-3713 Programmiersprachen und Datenbankabfragen";"Bern IFA";"270";"Europe/Zurich";"22.11.19, 12:30";"Europe/Zurich";"0";"270";"";"";"";"";"";"";"False";"";"False";"";"Ohne";"Europe/Zurich";"22.11.19, 12:30";"Europe/Zurich";"0";"270";"";"";"";"";"";"";"False"
"23.11.19";"13:00";"16:30";"AKAD 1HFI_ZH1_H19 Inft02  ";"";"210";"Europe/Zurich";"23.11.19, 16:30";"Europe/Zurich";"0";"210";"";"";"";"";"";"";"False";"";"False";"Beschäftigt";"Ohne";"Europe/Zurich";"23.11.19, 16:30";"Europe/Zurich";"0";"210";"";"";"";"";"";"";"False"
"25.11.19";"13:00";"16:30";"INFSYS2-8831 Virtualisierungslösungen konzipieren und realisieren";"Zürich Altstetten IFA";"210";"Europe/Zurich";"25.11.19, 16:30";"Europe/Zurich";"0";"210";"";"";"";"";"";"";"False";"";"False";"";"Ohne";"Europe/Zurich";"25.11.19, 16:30";"Europe/Zurich";"0";"210";"";"";"";"";"";"";"False"
"26.11.19";"17:00";"21:30";"HFI4-8732 Virtualisierung";"Zürich Altstetten IFA";"270";"Europe/Zurich";"26.11.19, 21:30";"Europe/Zurich";"0";"270";"";"";"";"";"";"";"False";"";"False";"";"Ohne";"Europe/Zurich";"26.11.19, 21:30";"Europe/Zurich";"0";"270";"";"";"";"";"";"";"False"
"27.11.19";"08:00";"12:30";"HFWI5-9713 Programmiersprachen und Datenbankabfragen";"St. Gallen IFA";"270";"Europe/Zurich";"27.11.19, 12:30";"Europe/Zurich";"0";"270";"";"";"";"";"";"";"False";"";"False";"";"Ohne";"Europe/Zurich";"27.11.19, 12:30";"Europe/Zurich";"0";"270";"";"";"";"";"";"";"False"
"28.11.19";"08:00";"12:30";"HFI4-3733 Virtualisierung";"Bern IFA";"270";"Europe/Zurich";"28.11.19, 12:30";"Europe/Zurich";"0";"270";"";"";"";"";"";"";"False";"";"False";"";"Ohne";"Europe/Zurich";"28.11.19, 12:30";"Europe/Zurich";"0";"270";"";"";"";"";"";"";"False"
"28.11.19";"17:45";"21:15";"INFSYS2-8832 Virtualisierungslösungen konzipieren und realisieren";"Zürich Altstetten IFA";"210";"Europe/Zurich";"28.11.19, 21:15";"Europe/Zurich";"0";"210";"";"";"";"";"";"";"False";"";"False";"";"Ohne";"Europe/Zurich";"28.11.19, 21:15";"Europe/Zurich";"0";"210";"";"";"";"";"";"";"False"
"29.11.19";"08:00";"12:30";"HFWI5-3733 Programmiersprachen und Datenbankabfragen";"Bern IFA";"270";"Europe/Zurich";"29.11.19, 12:30";"Europe/Zurich";"0";"270";"";"";"";"";"";"";"False";"";"False";"";"Ohne";"Europe/Zurich";"29.11.19, 12:30";"Europe/Zurich";"0";"270";"";"";"";"";"";"";"False"
"29.11.19";"13:00";"17:30";"HFWI5-3713 Programmiersprachen und Datenbankabfragen";"Bern IFA";"270";"Europe/Zurich";"29.11.19, 17:30";"Europe/Zurich";"0";"270";"";"";"";"";"";"";"False";"";"False";"";"Ohne";"Europe/Zurich";"29.11.19, 17:30";"Europe/Zurich";"0";"270";"";"";"";"";"";"";"False"
"30.11.19";"13:00";"16:30";"AKAD 1HFI_ZH1_H19 Inft03  ";"";"210";"Europe/Zurich";"30.11.19, 16:30";"Europe/Zurich";"0";"210";"";"";"";"";"";"";"False";"";"False";"Beschäftigt";"Ohne";"Europe/Zurich";"30.11.19, 16:30";"Europe/Zurich";"0";"210";"";"";"";"";"";"";"False"
"02.12.19";"08:00";"16:30";"Techem Ableser und Gerätewechsel";"";"510";"Europe/Zurich";"02.12.19, 16:30";"Europe/Zurich";"0";"510";"";"";"";"";"";"";"False";"";"False";"Beschäftigt";"Ohne";"Europe/Zurich";"02.12.19, 16:30";"Europe/Zurich";"0";"510";"";"";"";"";"";"";"False"
"03.12.19";"17:40";"21:40";"AKAD 2HFWI_ZH2_F19 InfT06";"";"240";"Europe/Zurich";"03.12.19, 21:40";"Europe/Zurich";"0";"240";"";"";"";"";"";"";"False";"";"False";"Beschäftigt";"Ohne";"Europe/Zurich";"03.12.19, 21:40";"Europe/Zurich";"0";"240";"";"";"";"";"";"";"False"
"05.12.19";"08:00";"12:30";"HFI4-3733 Virtualisierung";"Bern IFA";"270";"Europe/Zurich";"05.12.19, 12:30";"Europe/Zurich";"0";"270";"";"";"";"";"";"";"False";"";"False";"";"Ohne";"Europe/Zurich";"05.12.19, 12:30";"Europe/Zurich";"0";"270";"";"";"";"";"";"";"False"
"05.12.19";"17:45";"21:15";"INFSYS2-8832 Virtualisierungslösungen konzipieren und realisieren";"(J. Reinholdt)";"210";"Europe/Zurich";"05.12.19, 21:15";"Europe/Zurich";"0";"210";"";"";"";"";"";"";"False";"";"False";"";"Ohne";"Europe/Zurich";"05.12.19, 21:15";"Europe/Zurich";"0";"210";"";"";"";"";"";"";"False"
"06.12.19";"08:00";"12:30";"HFWI5-3713 Programmiersprachen und Datenbankabfragen";"Bern IFA";"270";"Europe/Zurich";"06.12.19, 12:30";"Europe/Zurich";"0";"270";"";"";"";"";"";"";"False";"";"False";"";"Ohne";"Europe/Zurich";"06.12.19, 12:30";"Europe/Zurich";"0";"270";"";"";"";"";"";"";"False"
"07.12.19";"09:00";"10:00";"Moods MADELEINE PEYROUX";"";"60";"Europe/Zurich";"07.12.19, 10:00";"Europe/Zurich";"0";"60";"";"";"";"";"";"";"False";"";"False";"Beschäftigt";"Ohne";"Europe/Zurich";"07.12.19, 10:00";"Europe/Zurich";"0";"60";"";"";"";"";"";"";"False"
"07.12.19";"13:00";"16:30";"AKAD 1HFI_ZH1_H19 Inft04  ";"";"210";"Europe/Zurich";"07.12.19, 16:30";"Europe/Zurich";"0";"210";"";"";"";"";"";"";"False";"";"False";"Beschäftigt";"Ohne";"Europe/Zurich";"07.12.19, 16:30";"Europe/Zurich";"0";"210";"";"";"";"";"";"";"False"
"09.12.19";"13:00";"16:30";"INFSYS2-8831 Virtualisierungslösungen konzipieren und realisieren";"Zürich Altstetten IFA";"210";"Europe/Zurich";"09.12.19, 16:30";"Europe/Zurich";"0";"210";"";"";"";"";"";"";"False";"";"False";"";"Ohne";"Europe/Zurich";"09.12.19, 16:30";"Europe/Zurich";"0";"210";"";"";"";"";"";"";"False"
"10.12.19";"17:00";"18:30";"HFI4-8732 Virtualisierung";"Zürich Altstetten IFA";"90";"Europe/Zurich";"10.12.19, 18:30";"Europe/Zurich";"0";"90";"";"";"";"";"";"";"False";"";"False";"";"Ohne";"Europe/Zurich";"10.12.19, 18:30";"Europe/Zurich";"0";"90";"";"";"";"";"";"";"False"
"12.12.19";"13:45";"15:15";"HFI4-3733 Virtualisierung";"Bern IFA";"90";"Europe/Zurich";"12.12.19, 15:15";"Europe/Zurich";"0";"90";"";"";"";"";"";"";"False";"";"False";"";"Ohne";"Europe/Zurich";"12.12.19, 15:15";"Europe/Zurich";"0";"90";"";"";"";"";"";"";"False"
"12.12.19";"15:15";"16:00";"HFI4-3733 Virtualisierung";"Bern IFA";"45";"Europe/Zurich";"12.12.19, 16:00";"Europe/Zurich";"0";"45";"";"";"";"";"";"";"False";"";"False";"";"Ohne";"Europe/Zurich";"12.12.19, 16:00";"Europe/Zurich";"0";"45";"";"";"";"";"";"";"False"
"12.12.19";"17:45";"21:15";"INFSYS2-8832 Virtualisierungslösungen konzipieren und realisieren";"Zürich Altstetten IFA";"210";"Europe/Zurich";"12.12.19, 21:15";"Europe/Zurich";"0";"210";"";"";"";"";"";"";"False";"";"False";"";"Ohne";"Europe/Zurich";"12.12.19, 21:15";"Europe/Zurich";"0";"210";"";"";"";"";"";"";"False"
"13.12.19";"13:00";"17:30";"HFWI5-3733 Programmiersprachen und Datenbankabfragen";"Bern IFA";"270";"Europe/Zurich";"13.12.19, 17:30";"Europe/Zurich";"0";"270";"";"";"";"";"";"";"False";"";"False";"";"Ohne";"Europe/Zurich";"13.12.19, 17:30";"Europe/Zurich";"0";"270";"";"";"";"";"";"";"False"
"16.12.19";"13:00";"16:30";"INFSYS2-8831 Virtualisierungslösungen konzipieren und realisieren";"Zürich Altstetten IFA";"210";"Europe/Zurich";"16.12.19, 16:30";"Europe/Zurich";"0";"210";"";"";"";"";"";"";"False";"";"False";"";"Ohne";"Europe/Zurich";"16.12.19, 16:30";"Europe/Zurich";"0";"210";"";"";"";"";"";"";"False"
"20.12.19";"09:00";"12:30";"HFWI5-3733 Programmiersprachen und Datenbankabfragen";"Bern IFA";"210";"Europe/Zurich";"20.12.19, 12:30";"Europe/Zurich";"0";"210";"";"";"";"";"";"";"False";"";"False";"";"Ohne";"Europe/Zurich";"20.12.19, 12:30";"Europe/Zurich";"0";"210";"";"";"";"";"";"";"False"
"23.12.19";"08:00";"17:00";"xmas-Ferien";"";"20700";"Europe/Zurich";"06.01.20, 17:00";"Europe/Zurich";"0";"20700";"";"";"";"";"";"";"False";"";"False";"Beschäftigt";"Bestätigt";"Europe/Zurich";"06.01.20, 17:00";"Europe/Zurich";"0";"20700";"";"";"";"";"";"";"False"
"06.01.20";"13:00";"16:30";"INFSYS2-8831 Virtualisierungslösungen konzipieren und realisieren";"Zürich Altstetten IFA";"210";"Europe/Zurich";"06.01.20, 16:30";"Europe/Zurich";"0";"210";"";"";"";"";"";"";"False";"";"False";"";"Ohne";"Europe/Zurich";"06.01.20, 16:30";"Europe/Zurich";"0";"210";"";"";"";"";"";"";"False"
"09.01.20";"17:00";"21:30";"HFWI6-8712 Software-Architekturen";"Zürich Altstetten IBZ";"270";"Europe/Zurich";"09.01.20, 21:30";"Europe/Zurich";"0";"270";"";"";"";"";"";"";"False";"";"False";"";"Ohne";"Europe/Zurich";"09.01.20, 21:30";"Europe/Zurich";"0";"270";"";"";"";"";"";"";"False"
"10.01.20";"08:00";"12:30";"HFWI5-3733 Programmiersprachen und Datenbankabfragen";"Bern IFA";"270";"Europe/Zurich";"10.01.20, 12:30";"Europe/Zurich";"0";"270";"";"";"";"";"";"";"False";"";"False";"";"Ohne";"Europe/Zurich";"10.01.20, 12:30";"Europe/Zurich";"0";"270";"";"";"";"";"";"";"False"
"13.01.20";"13:00";"16:30";"INFSYS2-8831 Virtualisierungslösungen konzipieren und realisieren";"Zürich Altstetten IFA";"210";"Europe/Zurich";"13.01.20, 16:30";"Europe/Zurich";"0";"210";"";"";"";"";"";"";"False";"";"False";"";"Ohne";"Europe/Zurich";"13.01.20, 16:30";"Europe/Zurich";"0";"210";"";"";"";"";"";"";"False"
"13.01.20";"17:45";"21:15";"INFSYS2-8832 Virtualisierungslösungen konzipieren und realisieren";"(J. Reinholdt)";"210";"Europe/Zurich";"13.01.20, 21:15";"Europe/Zurich";"0";"210";"";"";"";"";"";"";"False";"";"False";"";"Ohne";"Europe/Zurich";"13.01.20, 21:15";"Europe/Zurich";"0";"210";"";"";"";"";"";"";"False"
"14.01.20";"17:40";"21:40";"AKAD 1HFWI_ZH2_H19";"";"240";"Europe/Zurich";"14.01.20, 21:40";"Europe/Zurich";"0";"240";"";"";"";"";"";"";"False";"";"False";"Beschäftigt";"Ohne";"Europe/Zurich";"14.01.20, 21:40";"Europe/Zurich";"0";"240";"";"";"";"";"";"";"False"
